1.0	1.92	1.28	1.84	1.48	1.44	1.72	2.32	1.76	1.96	1.56	1.76	1.6	1.56	1.72	1.76	2.0	1.56	1.8	1.64	1.52	3.92	6.12	6.64	4.24	5.16	3.72	6.44	5.68	6.96	5.68	5.32	4.48	6.12	4.68	4.76	7.28	5.24	6.0	4.88	5.2
1.0	2.76	1.84	1.88	1.84	1.88	1.96	1.96	1.6	1.72	1.88	2.44	1.84	1.36	2.28	1.6	1.48	2.0	2.04	1.48	1.36	6.08	6.2	4.84	4.4	6.4	5.36	7.56	6.16	7.08	3.84	6.16	4.4	5.0	5.16	5.32	5.48	6.24	5.92	7.4	5.84
1.0	1.0	1.92	1.64	1.36	2.32	1.76	1.56	1.92	1.36	1.24	2.64	1.88	1.44	1.52	1.68	1.68	1.84	1.8	1.84	3.24	5.8	8.52	5.88	4.76	8.16	3.92	5.64	5.48	4.2	6.92	6.72	5.6	3.04	5.4	6.0	6.56	5.52	4.72	6.0	6.44
1.0	1.0	1.68	1.96	1.68	2.04	1.48	1.72	1.68	1.68	1.4	2.32	1.56	2.6	1.6	1.4	1.8	1.96	1.4	1.84	1.96	5.28	3.52	4.8	6.12	3.88	4.28	5.64	4.4	4.88	6.8	4.6	5.8	6.96	5.36	4.68	4.92	7.44	5.24	5.68	4.92
1.0	1.0	1.0	1.44	1.4	1.44	1.84	1.92	1.6	1.72	2.0	1.56	1.84	1.76	1.92	1.84	1.72	1.6	2.24	1.88	1.52	4.48	3.76	6.8	5.68	4.96	4.16	9.08	4.68	6.24	5.04	4.16	5.96	5.84	5.12	4.28	6.16	6.68	4.4	3.6	6.32
1.0	1.0	1.0	1.64	2.12	2.32	1.32	1.84	1.8	1.6	1.64	1.8	1.6	1.76	2.0	1.44	2.24	2.04	2.64	1.76	2.08	6.88	4.64	5.56	4.72	6.6	5.32	4.64	4.88	4.72	6.08	6.36	5.28	4.16	5.6	6.04	5.56	3.56	6.04	5.16	7.36
1.0	1.0	1.0	1.0	1.76	2.12	2.04	1.4	1.48	1.6	2.16	1.44	1.32	1.68	1.88	2.56	2.2	1.76	1.44	1.56	1.48	4.64	5.24	4.92	5.4	3.72	6.52	4.24	6.36	4.84	6.16	6.28	6.2	7.48	5.48	6.24	5.72	5.88	6.6	5.8	6.44
1.0	1.0	1.0	1.0	1.6	1.36	1.64	1.48	1.72	1.52	1.84	1.36	2.16	1.76	1.6	1.44	1.32	1.6	2.04	1.4	1.36	3.76	5.6	5.48	5.4	6.8	5.2	6.36	6.96	5.24	5.92	6.32	5.56	4.68	6.36	4.64	5.84	5.92	5.04	7.44	6.88
1.0	1.0	1.0	1.0	1.0	1.96	1.56	1.76	1.52	1.76	1.88	1.68	1.72	1.2	1.72	2.56	2.04	1.76	1.52	1.44	1.64	4.16	6.48	6.16	6.4	4.04	6.28	6.2	8.28	5.96	5.88	6.44	6.04	6.08	5.56	6.32	7.92	4.16	5.36	4.8	6.24
1.0	1.0	1.0	1.0	1.0	2.32	1.52	1.64	1.32	1.84	1.72	1.52	1.72	1.84	1.68	1.8	1.8	2.28	2.52	2.04	1.96	7.48	7.16	5.48	6.04	6.56	6.2	4.88	4.64	6.6	4.24	5.6	4.84	6.48	4.84	6.12	7.28	4.24	3.96	6.08	4.4
1.0	1.0	1.0	1.0	1.0	1.0	1.6	1.48	1.84	1.92	1.6	2.16	2.12	1.72	1.96	1.76	2.16	1.92	1.72	1.36	2.48	6.48	7.08	5.92	5.12	6.84	7.24	5.56	6.12	4.96	5.76	5.24	6.2	4.64	3.4	4.24	5.72	5.84	6.88	3.64	4.08
1.0	1.0	1.0	1.0	1.0	1.0	1.8	1.64	1.56	2.28	1.28	1.76	1.48	1.52	1.44	2.04	1.72	2.08	1.2	1.92	2.0	7.68	6.76	9.52	5.4	5.0	5.68	5.32	5.12	5.36	4.8	5.88	5.56	4.48	4.64	4.72	5.96	6.04	5.12	6.4	6.24
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.96	2.28	1.72	1.88	1.84	2.4	1.52	1.88	1.92	1.32	1.68	2.12	1.88	2.4	4.92	4.96	5.36	6.72	4.32	5.0	5.52	5.8	4.92	4.32	5.96	4.88	7.84	6.84	4.6	4.88	5.16	6.4	6.32	5.24
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.96	1.56	1.24	1.4	1.96	2.08	1.6	2.6	1.72	1.92	1.52	1.56	2.12	2.12	4.84	6.64	7.12	4.36	7.32	6.36	4.84	5.76	4.8	8.76	8.6	5.08	5.84	5.92	6.72	6.28	5.52	6.32	6.0	5.8
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.44	1.56	1.56	1.64	2.44	2.48	1.64	1.44	2.0	1.56	1.88	2.56	2.48	5.36	5.24	7.44	5.16	4.92	7.04	5.0	6.08	6.84	5.36	7.48	5.04	4.08	4.8	6.2	6.2	4.4	6.36	5.16	5.84
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.4	2.12	2.36	2.04	2.64	1.24	2.6	1.88	1.96	1.44	2.0	1.72	4.84	5.92	5.56	7.36	3.92	5.32	4.08	6.72	6.12	6.12	4.12	5.6	4.12	6.48	5.76	5.56	5.44	5.0	6.04	7.08
