1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.92572265625	0.77126953125	0.582841796875	0.55814453125	0.4380078125	0.4342578125	0.441201171875	0.436220703125	0.420419921875	0.415244140625	0.411416015625	0.407978515625	0.407412109375	0.41013671875	0.40212890625	0.4074609375	0.409423828125	0.412275390625
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9215234375	0.62583984375	0.55421875	0.542578125	0.432880859375	0.438876953125	0.434365234375	0.4180859375	0.414072265625	0.4140234375	0.412626953125	0.407822265625	0.409013671875	0.413125	0.409140625	0.40478515625	0.40625	0.392294921875
0.96	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.88333984375	0.612822265625	0.5580078125	0.496015625	0.436591796875	0.43994140625	0.427705078125	0.421630859375	0.41431640625	0.41212890625	0.411015625	0.403828125	0.40755859375	0.408330078125	0.411728515625	0.404873046875	0.393076171875	0.390771484375
0.96	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9882421875	0.758935546875	0.5754296875	0.511357421875	0.4680859375	0.437587890625	0.42712890625	0.42666015625	0.418671875	0.41396484375	0.405458984375	0.406943359375	0.40951171875	0.409580078125	0.40966796875	0.407060546875	0.399970703125	0.39619140625	0.391767578125
0.96	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.92333984375	0.65189453125	0.573798828125	0.498544921875	0.46890625	0.437373046875	0.4276171875	0.41875	0.414033203125	0.4126953125	0.40765625	0.4061328125	0.408193359375	0.415224609375	0.404169921875	0.404150390625	0.39623046875	0.394033203125	0.394423828125
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.78775390625	0.634189453125	0.51359375	0.495146484375	0.45623046875	0.433935546875	0.429814453125	0.420029296875	0.4165625	0.41091796875	0.407548828125	0.4136328125	0.40466796875	0.405478515625	0.3978515625	0.39361328125	0.395146484375	0.393291015625	0.389169921875
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.940224609375	0.755107421875	0.527626953125	0.515048828125	0.481015625	0.449375	0.436923828125	0.426748046875	0.417646484375	0.411044921875	0.4108203125	0.40326171875	0.40509765625	0.4084765625	0.40474609375	0.40109375	0.3975	0.3887890625	0.39400390625	0.390673828125
0.96	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.988740234375	0.96169921875	0.566748046875	0.528662109375	0.5051953125	0.460419921875	0.447490234375	0.4294140625	0.42064453125	0.409033203125	0.41033203125	0.409697265625	0.413046875	0.405224609375	0.397880859375	0.402099609375	0.398037109375	0.39833984375	0.395224609375	0.392421875	0.39091796875
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.87333984375	0.55513671875	0.518720703125	0.500712890625	0.463330078125	0.445400390625	0.432607421875	0.424453125	0.41609375	0.413076171875	0.41443359375	0.405068359375	0.403720703125	0.403662109375	0.40083984375	0.399697265625	0.394580078125	0.391376953125	0.393671875	0.3930078125
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.966767578125	0.598935546875	0.568349609375	0.51333984375	0.48203125	0.456962890625	0.449541015625	0.4267578125	0.4202734375	0.412734375	0.417216796875	0.409150390625	0.4077734375	0.40974609375	0.403232421875	0.3959375	0.39515625	0.396826171875	0.396103515625	0.390634765625	0.392763671875
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.623798828125	0.5533203125	0.5048046875	0.47640625	0.469013671875	0.4441796875	0.42984375	0.429111328125	0.407890625	0.414140625	0.401259765625	0.40392578125	0.397568359375	0.40017578125	0.396318359375	0.399287109375	0.394482421875	0.3908203125	0.394775390625	0.3953125
0.96	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.991953125	0.69158203125	0.60490234375	0.5336328125	0.513125	0.463427734375	0.4458984375	0.434423828125	0.424326171875	0.420732421875	0.411357421875	0.41140625	0.40341796875	0.40271484375	0.39462890625	0.4001953125	0.39623046875	0.3943359375	0.3889453125	0.394775390625	0.393623046875	0.392119140625
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.795029296875	0.643564453125	0.569619140625	0.511416015625	0.483642578125	0.458876953125	0.4473046875	0.4405859375	0.421455078125	0.4140234375	0.412314453125	0.408125	0.402109375	0.398359375	0.395625	0.40126953125	0.396806640625	0.390126953125	0.397666015625	0.397177734375	0.396181640625	0.39087890625
0.96	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.74068359375	0.658330078125	0.552802734375	0.506435546875	0.485009765625	0.469111328125	0.439921875	0.4370703125	0.422802734375	0.4165234375	0.40498046875	0.4094921875	0.40255859375	0.398955078125	0.399140625	0.4000390625	0.39873046875	0.396865234375	0.396015625	0.392822265625	0.393125	0.389033203125
