1.0	0.4983203125	0.501357421875	0.50037109375	0.496572265625	0.501884765625
2.0	0.59421875	0.35724609375	0.019619140625	0.000126953125	0.0
3.0	0.67439453125	0.237958984375	3.90625e-5	3.90625e-5	0.000390625
4.0	0.7298828125	0.167783203125	2.9296875e-5	0.000908203125	0.004072265625
5.0	0.770244140625	0.123916015625	0.000830078125	0.010078125	0.030537109375
6.0	0.7994140625	0.0994921875	0.006962890625	0.060029296875	0.135419921875
7.0	0.821455078125	0.0858984375	0.028173828125	0.186123046875	0.284873046875
8.0	0.83900390625	0.081103515625	0.0749609375	0.34744140625	0.3808203125
9.0	0.85373046875	0.08044921875	0.14806640625	0.45564453125	0.415009765625
10.0	0.865224609375	0.08205078125	0.22943359375	0.477802734375	0.403017578125
11.0	0.8750390625	0.083798828125	0.30009765625	0.4398046875	0.37029296875
12.0	0.88255859375	0.08494140625	0.3395703125	0.37140625	0.33080078125
13.0	0.88892578125	0.085615234375	0.344228515625	0.296533203125	0.29306640625
14.0	0.89400390625	0.084873046875	0.31951171875	0.234111328125	0.2521875
15.0	0.8985546875	0.0833984375	0.278662109375	0.18408203125	0.21712890625
16.0	0.90228515625	0.08134765625	0.226279296875	0.143740234375	0.185166015625
17.0	0.906181640625	0.0787890625	0.1700390625	0.113359375	0.156845703125
18.0	0.909453125	0.075537109375	0.11544921875	0.087890625	0.13068359375
19.0	0.912080078125	0.072001953125	0.0699609375	0.070400390625	0.1081640625
20.0	0.914169921875	0.068408203125	0.037939453125	0.05525390625	0.087197265625
21.0	0.916083984375	0.0647265625	0.017431640625	0.04400390625	0.07060546875
22.0	0.9178125	0.060771484375	0.0073046875	0.0338671875	0.057900390625
23.0	0.91927734375	0.057001953125	0.002861328125	0.026298828125	0.04650390625
24.0	0.92041015625	0.05275390625	0.00125	0.0205859375	0.037666015625
25.0	0.921591796875	0.04861328125	0.000556640625	0.015888671875	0.03
26.0	0.9225390625	0.044501953125	0.000244140625	0.012119140625	0.02400390625
27.0	0.923408203125	0.040283203125	0.000126953125	0.00951171875	0.018828125
28.0	0.9240625	0.03697265625	7.8125e-5	0.007001953125	0.01501953125
29.0	0.924541015625	0.033837890625	5.859375e-5	0.00552734375	0.011650390625
30.0	0.9249609375	0.030986328125	3.90625e-5	0.00431640625	0.00908203125
